Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5CFJRZRq6sdKKtRwNPWbYv,"Show Out (with Skepta & Pop Smoke)","Man On The Moon III: The Chosen","Kid Cudi;Skepta;Pop Smoke",2020-12-11,174960,62,true,,2020-12-24T13:10:27Z,"grime,uk grime,brooklyn drill,new york drill,drill","Republic Records",0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,4
spotify:track:5rZlwNFl01HqLWBQGryKSm,"Mood Swings (feat. Lil Tjay)","Shoot For The Stars Aim For The Moon","Pop Smoke;Lil Tjay",2020-07-03,213333,37,true,,2020-12-24T13:10:25Z,"brooklyn drill,new york drill,drill,melodic rap","Victor Victor Worldwide",0.48,0.602,10,-6.335,0,0.368,0.487,0,0.0848,0.269,179.798,4
spotify:track:1tkg4EHVoqnhR6iFEXb60y,"What You Know Bout Love","Shoot For The Stars Aim For The Moon","Pop Smoke",2020-07-03,160000,38,true,,2020-12-24T13:10:24Z,"brooklyn drill,new york drill,drill","Victor Victor Worldwide",0.709,0.548,10,-8.493,1,0.353,0.65,0.00000159,0.133,0.543,83.995,4
spotify:track:5gJKsGij5oGt5H5RSFYXPa,"Tequila","Greatest Hits / Tequila","The Champs",1994-04-19,135240,64,false,,2020-11-14T14:02:59Z,"doo-wop","Curb Records",0.671,0.742,5,-9.912,1,0.0441,0.121,0.679,0.0601,0.897,89.748,4
spotify:track:4hC7fmtx9LmjruoIieWT0m,"Tuyo","Narcos (A Netflix Original Series Soundtrack)","Rodrigo Amarante",2015-08-21,89293,0,false,,2020-11-12T16:05:19Z,"new mpb","Lakeshore Records",0.72,0.422,1,-13.338,0,0.069,0.474,0.0847,0.155,0.546,112.219,4
spotify:track:6rlCtkiHyCLFcJaepFsXRl,"Air Max","Derek Jeter","Comethazine",2020-10-07,145944,0,true,,2020-10-11T15:20:57Z,"","Alamo Records",0.856,0.729,7,-7.035,1,0.18,0.0564,0,0.148,0.548,124.953,4
spotify:track:6x5SdBt7KrCJFyqXn42H46,"Derek Jeter","Derek Jeter","Comethazine",2020-10-07,96275,0,true,,2020-10-11T15:20:56Z,"","Alamo Records",0.615,0.759,1,-6.963,1,0.1,0.00561,0.0000015,0.402,0.36,180.058,4
spotify:track:21kOVEG3bDCVphKhXL8XmQ,"Walk","Bawskee","Comethazine",2018-08-24,96063,0,true,,2020-10-11T15:20:45Z,"","Alamo Records",0.831,0.795,1,-6.186,1,0.264,0.221,0,0.291,0.744,160.063,4
spotify:track:2vB3eoOYWXgwOZWCYDcYdm,"Patologika","Patologika","Alan",2020-09-05,161163,0,true,,2020-09-09T18:03:05Z,"","HHNS LABEL",0.927,0.56,1,-12.424,1,0.165,0.139,0,0.0978,0.695,105.057,4
spotify:track:7ucMcpOgmfMnzlt4kaQBSi,"szczury, grzyb i kokaina","szczury, grzyb i kokaina","Alan",2020-04-20,122400,0,false,,2020-09-09T18:02:36Z,"","HHNS LABEL",0.923,0.575,8,-6.383,1,0.0932,0.36,0,0.119,0.366,100.021,4
spotify:track:1HSx8Wpz8gApEzUNzg9H3l,"Safe To Say","Polaris","Aitch",2020-05-29,130000,51,true,,2020-09-09T18:02:20Z,"grime,uk grime,uk drill,drill","NQ Records",0.739,0.589,10,-6.972,0,0.396,0.0469,0,0.152,0.367,142.035,4
spotify:track:1xPpYbCaJWonL7IFXPDjON,"Taste (Make It Shake)","AitcH2O","Aitch",2019-09-06,213680,56,true,,2020-09-09T18:02:19Z,"grime,uk grime,uk drill,drill","Since 93",0.761,0.442,0,-12.872,1,0.383,0.277,0,0.125,0.706,97.753,3
spotify:track:0fIffclhgJC5h8AdMMVvkp,"Welcome To The Party","Meet The Woo","Pop Smoke",2019-07-26,214960,26,true,,2020-07-20T16:03:59Z,"brooklyn drill,new york drill,drill","Victor Victor Worldwide/Republic Records",0.63,0.724,2,-5.543,1,0.105,0.0138,0.0000692,0.196,0.237,143.024,4
spotify:track:3qzSfoByowr6tDfd08b0T0,"She Feelin Nice (feat. Jamie Foxx)","Shoot For The Stars Aim For The Moon (Deluxe)","Pop Smoke;Jamie Foxx",2020-07-20,155277,12,true,,2020-07-20T16:02:46Z,"brooklyn drill,new york drill,drill","Victor Victor Worldwide",0.791,0.795,1,-4.792,0,0.146,0.319,0.186,0.0864,0.776,108.003,4
spotify:track:2r6OAV3WsYtXuXjvJ1lIDi,"Hello (feat. A Boogie Wit da Hoodie)","Shoot For The Stars Aim For The Moon (Deluxe)","Pop Smoke;A Boogie Wit da Hoodie",2020-07-20,190534,33,true,,2020-07-20T16:02:45Z,"brooklyn drill,new york drill,drill,melodic rap","Victor Victor Worldwide",0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97,4
spotify:track:2SojLecJPW9zlNiwzDWmPv,"Be Clearr","Shoot For The Stars Aim For The Moon (Deluxe)","Pop Smoke",2020-07-20,202285,10,true,,2020-07-20T16:02:44Z,"brooklyn drill,new york drill,drill","Victor Victor Worldwide",0.703,0.754,6,-7.103,0,0.136,0.0226,0.000744,0.201,0.57,140.101,4
spotify:track:3HnPbz5IlXUMuKpPzugLNt,"Make It Rain (feat. Rowdy Rebel)","Shoot For The Stars Aim For The Moon (Deluxe)","Pop Smoke;Rowdy Rebel",2020-07-20,202443,5,true,,2020-07-20T16:02:34Z,"brooklyn drill,new york drill,drill","Victor Victor Worldwide",0.5,0.767,1,-4.105,1,0.403,0.161,0.0000995,0.385,0.58,159.477,4
spotify:track:25zlnOAzbVoOzIeXSvQFf1,"Got It On Me","Shoot For The Stars Aim For The Moon","Pop Smoke",2020-07-03,164579,30,true,,2020-07-20T16:02:27Z,"brooklyn drill,new york drill,drill","Victor Victor Worldwide",0.688,0.647,2,-7.258,1,0.19,0.00815,0.0000165,0.095,0.195,88.834,4
spotify:track:0PvFJmanyNQMseIFrU708S,"For The Night (feat. Lil Baby & DaBaby)","Shoot For The Stars Aim For The Moon","Pop Smoke;Lil Baby;DaBaby",2020-07-03,190476,36,true,,2020-07-20T16:02:25Z,"brooklyn drill,new york drill,drill","Victor Victor Worldwide",0.823,0.586,6,-6.606,0,0.2,0.114,0,0.193,0.347,125.971,4
spotify:track:6PnTgx9lyvLGIcPnroCvc2,"Dior - Bonus","Shoot For The Stars Aim For The Moon","Pop Smoke",2020-07-03,216243,10,true,,2020-07-19T20:50:48Z,"brooklyn drill,new york drill,drill","Victor Victor Worldwide",0.676,0.746,7,-7.837,1,0.344,0.0893,0.00157,0.412,0.675,142.035,4
spotify:track:2zkCbezif5Vb2XeCyFaEwn,"I BE DAMNED","Bawskee 2","Comethazine",2019-01-11,139134,0,true,,2020-07-17T10:13:12Z,"","Alamo Records",0.686,0.83,0,-5.202,0,0.277,0.0831,0,0.335,0.758,162.149,4
spotify:track:3S8hI4RwB6vQ8fgZZihtpv,"FIND HIM!","BAWSKEE 3.5","Comethazine",2019-07-26,102857,0,true,,2020-07-17T10:11:52Z,"","Alamo Records",0.769,0.523,7,-9.762,1,0.273,0.089,0,0.16,0.449,139.785,4
spotify:track:0AphwbfFSlGgGDlXGeiEpu,"Bands","Bawskee","Comethazine",2018-08-24,98734,0,true,,2020-07-17T10:11:49Z,"","Alamo Records",0.834,0.457,10,-10.775,1,0.572,0.21,0,0.0641,0.533,158.008,4
spotify:track:3P9P3Lq1IGsyhmNrnank0v,"SOLVED THE PROBLEM","BAWSKEE 3.5","Comethazine",2019-07-26,117073,0,true,,2020-07-17T10:11:43Z,"","Alamo Records",0.935,0.699,10,-10.394,0,0.25,0.00278,0.0000152,0.101,0.683,98.44,4
spotify:track:37kPeiMTwA932Gy5G5NFso,"Owoce 3","Owoce 3","Fukaj;charlie moncler",2020-06-24,181637,0,false,,2020-06-25T14:01:23Z,"","SBM Starter",0.678,0.649,8,-7.614,1,0.182,0.0565,0.00000145,0.0517,0.443,91.973,4
spotify:track:58CdIhZBObOVh0DKBs3dI1,"Nie pytaj co brałem","Nie pytaj co brałem","Alan",2020-04-03,141000,0,false,,2020-04-14T11:14:47Z,"","HHNS LABEL",0.804,0.631,1,-5.707,1,0.413,0.6,0,0.152,0.649,170.007,4
spotify:track:0nbXyq5TXYPCO7pr3N8S4I,"The Box","Please Excuse Me for Being Antisocial","Roddy Ricch",2019-12-06,196652,86,true,,2020-01-28T18:43:38Z,"melodic rap","Atlantic Records",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,4
spotify:track:1h6OiyF7bf4jifbw1s7mVD,"NONSENSE","Bawskee 2","Comethazine",2019-01-11,73846,0,true,,2019-11-01T10:02:57Z,"","Alamo Records",0.639,0.812,8,-4.113,1,0.0569,0.0773,0,0.115,0.5,182.016,4
spotify:track:7ycWLEP1GsNjVvcjawXz3z,"Praise The Lord (Da Shine) (feat. Skepta)","TESTING","A$AP Rocky;Skepta",2018-05-25,205813,84,true,,2019-09-12T18:42:52Z,"rap,grime,uk grime","A$AP Worldwide/Polo Grounds Music/RCA Records",0.854,0.569,5,-8.151,0,0.106,0.0609,0.0816,0.1,0.294,80.015,4
spotify:track:6XkLPzkKzPhpr3hrvl1TUq,"Daddy (feat. Rich The Kid)","Daddy","Blueface;Rich The Kid",2019-06-14,151546,0,true,,2019-07-07T16:44:06Z,"trap","Cash Money Records Inc.",0.864,0.598,11,-8.076,1,0.238,0.0673,0,0.154,0.464,107.93,4
spotify:track:4dAMdQ6g4kGmnc1MDHsg77,"Shotta Flow","Shotta Flow","NLE Choppa",2019-01-17,160013,1,true,,2019-04-16T09:34:43Z,"","No Love Entertainment",0.888,0.43,9,-6.728,1,0.588,0.0786,0.00000158,0.132,0.45,120.088,4
spotify:track:0VgkVdmE4gld66l8iyGjgx,"Mask Off","FUTURE","Future",2017-06-30,204600,84,true,,2019-03-31T10:14:17Z,"rap","Epic/Freebandz/A1",0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4
spotify:track:7eBqSVxrzQZtK2mmgRG6lC,"Murder on My Mind","I AM YOU","YNW Melly",2018-08-03,268434,80,true,,2019-03-23T20:46:44Z,"melodic rap","P2018",0.759,0.73,0,-7.985,0,0.0516,0.145,0.00000306,0.11,0.74,115.007,4
spotify:track:4f1XXGjZZ9EkFkrbPJek6X,"gun smoke","i am > i was","21 Savage",2018-12-21,167410,52,true,,2019-03-23T15:57:29Z,"","Slaughter Gang, LLC/Epic Records",0.809,0.461,10,-5.677,0,0.0907,0.000832,0.0000443,0.143,0.325,85.992,4
spotify:track:2wOXxtHZgRkkrkEbKLzzqs,"1.5","i am > i was","21 Savage",2018-12-21,148655,57,true,,2019-03-23T15:57:29Z,"","Slaughter Gang, LLC/Epic Records",0.885,0.52,1,-8.353,1,0.359,0.000244,0.00000116,0.454,0.306,84.022,4
spotify:track:4paAidoE8VAemwU4jgCc6l,"all my friends","i am > i was","21 Savage",2018-12-21,211785,57,true,,2019-03-23T15:57:29Z,"","Slaughter Gang, LLC/Epic Records",0.713,0.62,0,-4.513,1,0.0422,0.171,0.00000116,0.118,0.206,130.09,4
spotify:track:2QgfDF0fQ4sskDthP8MG5w,"asmr","i am > i was","21 Savage",2018-12-21,171713,57,true,,2019-03-23T15:57:29Z,"","Slaughter Gang, LLC/Epic Records",0.84,0.543,1,-7.738,1,0.476,0.0399,0,0.117,0.161,170.067,4
spotify:track:55xNjVrGJxgqcEFqCyejTM,"letter 2 my momma","i am > i was","21 Savage",2018-12-21,194809,49,true,,2019-03-23T15:57:29Z,"","Slaughter Gang, LLC/Epic Records",0.864,0.608,1,-10.567,0,0.275,0.0531,0.000012,0.078,0.963,80.225,4
spotify:track:1uULQtJ8rbsX5TwjPpPc9Q,"4L","i am > i was","21 Savage",2018-12-21,288364,57,true,,2019-03-23T15:57:29Z,"","Slaughter Gang, LLC/Epic Records",0.879,0.41,8,-9.233,1,0.551,0.000897,0.0000209,0.108,0.0703,80.011,4
spotify:track:2t8yVaLvJ0RenpXUIAC52d,"a lot","i am > i was","21 Savage",2018-12-21,288624,82,true,,2019-03-05T17:57:41Z,"","Slaughter Gang, LLC/Epic Records",0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
spotify:track:5hwUsRKvnO5yThjVrxHQVt,"Unbothered","STOKELEY","Ski Mask The Slump God",2018-11-30,138426,26,true,,2019-03-05T12:56:35Z,"","Republic Records",0.884,0.445,1,-10.58,0,0.418,0.222,0,0.112,0.848,125.008,4
spotify:track:3KkXRkHbMCARz0aVfEt68P,"Sunflower - Spider-Man: Into the Spider-Verse","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)","Post Malone;Swae Lee",2018-12-14,158040,86,false,,2019-02-01T20:12:17Z,"","Universal Records",0.76,0.478,2,-5.574,1,0.0467,0.552,0,0.0703,0.913,89.908,4
spotify:track:67fNrBUMc7iWMofdCaoJV9,"Bleed It","Bleed It","Blueface",2019-01-11,145520,0,true,,2019-01-18T16:36:32Z,"","Cash Money Records Inc.",0.845,0.76,1,-6.007,0,0.357,0.221,0,0.107,0.558,101.865,4
spotify:track:32iYwQ4OYiurnGnOfJ1aEh,"Lucid Dreams","Lucid Dreams","Juice WRLD",2018-05-04,239946,0,true,,2019-01-16T16:53:02Z,"melodic rap,emo rap","Juice WRLD Mixtape / ISR P&D",0.437,0.481,11,-9.681,0,0.237,0.377,0,0.33,0.216,83.606,4
spotify:track:60SdxE8apGAxMiRrpbmLY0,"Lucky You (feat. Joyner Lucas)","Kamikaze","Eminem;Joyner Lucas",2018-08-31,244679,73,true,,2019-01-16T16:53:00Z,"rap,hip hop","Eminem Catalog PS",0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,4
spotify:track:2xLMifQCjDGFmkHkpNLD9h,"SICKO MODE","ASTROWORLD","Travis Scott",2018-08-03,312820,85,true,,2019-01-16T16:52:54Z,"rap","Cactus Jack / Epic",0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4
spotify:track:5THQbSmeQ8iykxgK1om8Gk,"Respect My Cryppin’","Famous Cryp","Blueface",2018-12-18,141036,0,true,,2019-01-02T15:09:11Z,"","eOne Music",0.816,0.419,8,-9.291,1,0.49,0.157,0,0.0886,0.189,96.072,4
spotify:track:3oh6SCCeLuXhFpEyepla6G,"Thotiana","Famous Cryp","Blueface",2018-12-18,129264,0,true,,2019-01-02T15:08:25Z,"","eOne Music",0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,4
spotify:track:6eYxmK9fdL4hwLnXG2zY3s,"Look At Me!","Revenge","XXXTENTACION",2017-05-16,126345,55,true,,2018-12-23T11:06:06Z,"emo rap","Bad Vibes Forever / EMPIRE",0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,4
spotify:track:3wGXyJGsCf1myH5MooQIqE,"The Race","#SantanaWorld (+)","Tay-K",2017-12-14,140000,70,true,,2018-12-23T11:03:55Z,"","88 Classic",0.766,0.606,9,-6.064,1,0.456,0.00266,0,0.166,0.352,160.223,4
spotify:track:0LWkaEyQRkF0XAms8Bg1fC,"Party Up","...And Then There Was X","DMX",1999-12-21,268866,75,true,,2018-12-23T11:02:13Z,"east coast hip hop,old school hip hop,hardcore hip hop","RAL",0.51,0.931,11,-3.302,1,0.337,0.0738,0,0.5,0.533,201.932,4
spotify:track:1CzokIcpHSwtNYQa2IsSOs,"Respect My Cryppin'","Famous Cryp","Blueface",2018-06-20,141024,0,true,,2018-12-21T13:18:25Z,"","886011 Records DK",0.86,0.42,8,-9.263,1,0.428,0.157,0,0.0886,0.207,95.962,4
spotify:track:7sO5G9EABYOXQKNPNiE9NR,"Ric Flair Drip (with Metro Boomin)","Without Warning","Offset;Metro Boomin",2017-10-30,172800,84,true,,2018-12-21T13:14:45Z,"","Slaughter Gang, LLC/Epic/Quality Control Music/Motown/Capitol/Boominati Worldwide/Republic",0.88,0.428,9,-8.28,1,0.206,0.149,0.0000505,0.114,0.333,100.007,4
spotify:track:40oKW22ZNNkEdZLJTScaQI,"Roll in Peace (feat. XXXTENTACION)","Project Baby 2: All Grown Up","Kodak Black;XXXTENTACION",2017-08-18,213132,75,true,,2018-12-21T13:14:19Z,"emo rap","Atlantic Records",0.747,0.524,10,-6.807,0,0.245,0.0306,0,0.2,0.363,140.053,4
spotify:track:4axYWgXASdsCBHuwInAubT,"I don't let go","SKINS","XXXTENTACION",2018-12-07,121630,64,true,,2018-12-07T20:34:28Z,"emo rap","Bad Vibes Forever / EMPIRE",0.797,0.293,5,-7.479,1,0.08,0.591,0.0724,0.148,0.478,80.035,4
spotify:track:57nOpVSc3j9o03Cr928ZM4,"what are you so afraid of","SKINS","XXXTENTACION",2018-12-07,150769,64,false,,2018-12-07T20:34:23Z,"emo rap","Bad Vibes Forever / EMPIRE",0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.347,103.369,4
spotify:track:22An65gG31JLf9n18qjdhZ,"BAD!","SKINS","XXXTENTACION",2018-12-07,94245,73,false,,2018-12-07T20:33:50Z,"emo rap","Bad Vibes Forever / EMPIRE",0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,4
spotify:track:7pdF27mSDuPWhppnHAmWHa,"whoa (mind in awe)","SKINS","XXXTENTACION",2018-12-07,157776,72,false,,2018-12-07T20:33:46Z,"emo rap","Bad Vibes Forever / EMPIRE",0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,0.369,160.147,4
spotify:track:7GX5flRQZVHRAGd6B4TmDO,"XO Tour Llif3","Luv Is Rage 2","Lil Uzi Vert",2017-08-25,182706,83,true,,2018-12-04T11:13:00Z,"melodic rap,rage rap","Generation Now/Atlantic",0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,4
spotify:track:5PTG6rrL6EPFD9E2QMI2pl,"JAPAN","Dex Meets Dexter","Famous Dex",2018-04-06,142000,67,true,,2018-12-04T11:12:33Z,"","300 Entertainment",0.733,0.678,6,-7.771,1,0.438,0.121,0,0.344,0.841,175.985,4
spotify:track:5gQcxYXqnofyocKgEbGYKt,"Bounce Out With That","YBN: The Mixtape","YBN Nahmir",2018-09-07,99108,67,true,,2018-12-04T11:11:52Z,"","2018",0.864,0.664,8,-7.315,1,0.104,0.0476,0,0.0863,0.381,94.932,4
spotify:track:2LskIZrCeLxRvCiGP8gxlh,"Arms Around You (feat. Maluma & Swae Lee)","Arms Around You (feat. Maluma & Swae Lee)","XXXTENTACION;Lil Pump;Swae Lee;Maluma",2018-10-25,198902,70,true,,2018-11-24T10:12:30Z,"emo rap,reggaeton,latin,urbano latino","Warner Records",0.703,0.723,9,-5.45,0,0.0412,0.0302,0.00000206,0.126,0.288,104.969,4
spotify:track:7AFASza1mXqntmGtbxXprO,"changes","?","XXXTENTACION",2018-03-16,121886,76,false,,2018-11-24T10:11:58Z,"emo rap","Bad Vibes Forever, LLC",0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,4
spotify:track:4CH66Rxcjcj3VBHwmIBj4T,"BAD!","BAD!","XXXTENTACION",2018-11-09,94245,55,false,,2018-11-24T10:11:54Z,"emo rap","Bad Vibes Forever / EMPIRE",0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,4
spotify:track:0JP9xo3adEtGSdUEISiszL,"Moonlight","?","XXXTENTACION",2018-03-16,135090,88,true,,2018-11-24T10:11:50Z,"emo rap","Bad Vibes Forever, LLC",0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4
spotify:track:3ee8Jmje8o58CHK66QrVC2,"SAD!","?","XXXTENTACION",2018-03-16,166605,82,true,,2018-11-24T10:11:46Z,"emo rap","Bad Vibes Forever, LLC",0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4
spotify:track:7floNISpH8VF4z4459Qo18,"Look At Me!","Look At Me!","XXXTENTACION",2017-02-20,126345,79,true,,2018-11-20T13:56:42Z,"emo rap","Bad Vibes Forever / EMPIRE",0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,4
